"subject_id","trial_index","casino","visit_in_casino","chosen_machine_label","reward","prob_of_no_loss","prompt_used","llm_history_context_turns","subj","decision"
1,50,3,13,"Q",0,0.75,"Machine Z in Casino 1 delivered 0 points.

Casino 3, visit 13: Choose Q or C.",50,1,1
1,51,1,13,"Z",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 13: Choose Z or H.",51,1,1
1,52,4,16,"G",-1,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 4, visit 16: Choose G or F.",52,1,1
1,53,2,11,"T",0,0.75,"Machine G in Casino 4 delivered -1 points.

Casino 2, visit 11: Choose M or T.",53,1,2
1,54,3,14,"Q",-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 14: Choose Q or C.",54,1,1
1,55,1,14,"Z",-1,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 1, visit 14: Choose Z or H.",55,1,1
1,56,2,12,"T",-1,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 2, visit 12: Choose M or T.",56,1,2
1,57,2,13,"T",0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 2, visit 13: Choose M or T.",57,1,2
1,58,1,15,"Z",-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 15: Choose Z or H.",58,1,1
1,59,1,16,"H",-1,0.25,"Machine Z in Casino 1 delivered -1 points.

Casino 1, visit 16: Choose Z or H.",59,1,2
1,60,1,17,"Z",-1,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 1, visit 17: Choose Z or H.",60,1,1
1,61,2,14,"T",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 2, visit 14: Choose M or T.",61,1,2
1,62,2,15,"T",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 15: Choose M or T.",62,1,2
1,63,3,15,"Q",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 15: Choose Q or C.",63,1,1
1,64,1,18,"Z",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 18: Choose Z or H.",64,1,1
1,65,3,16,"Q",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 3, visit 16: Choose Q or C.",65,1,1
1,66,2,16,"T",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 16: Choose M or T.",66,1,2
1,67,3,17,"Q",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 17: Choose Q or C.",67,1,1
1,68,3,18,"Q",-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 18: Choose Q or C.",68,1,1
1,69,4,17,"G",0,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 4, visit 17: Choose G or F.",69,1,1
1,70,3,19,"C",0,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 3, visit 19: Choose Q or C.",70,1,2
1,71,2,17,"T",0,0.75,"Machine C in Casino 3 delivered 0 points.

Casino 2, visit 17: Choose M or T.",71,1,2
1,72,4,18,"G",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 18: Choose G or F.",72,1,1
1,73,2,18,"T",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 18: Choose M or T.",73,1,2
1,74,4,19,"G",-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 19: Choose G or F.",74,1,1
1,75,4,20,"G",-1,0.75,"Machine G in Casino 4 delivered -1 points.

Casino 4, visit 20: Choose G or F.",75,1,1
1,76,4,21,"F",-1,0.75,"Machine G in Casino 4 delivered -1 points.

Casino 4, visit 21: Choose G or F.",76,1,2
1,77,2,19,"T",-1,0.75,"Machine F in Casino 4 delivered -1 points.

Casino 2, visit 19: Choose M or T.",77,1,2
1,78,2,20,"T",0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 2, visit 20: Choose M or T.",78,1,2
1,79,2,21,"T",-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 21: Choose M or T.",79,1,2
1,80,2,22,"M",-1,0.25,"Machine T in Casino 2 delivered -1 points.

Casino 2, visit 22: Choose M or T.",80,1,1
1,81,1,19,"Z",-1,0.25,"Machine M in Casino 2 delivered -1 points.

Casino 1, visit 19: Choose Z or H.",81,1,1
1,82,2,23,"T",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 2, visit 23: Choose M or T.",82,1,2
1,83,4,22,"G",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 22: Choose G or F.",83,1,1
1,84,1,20,"Z",-1,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 20: Choose Z or H.",84,1,1
1,85,1,21,"Z",-1,0.25,"Machine Z in Casino 1 delivered -1 points.

Casino 1, visit 21: Choose Z or H.",85,1,1
1,86,3,20,"Q",-1,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 3, visit 20: Choose Q or C.",86,1,1
1,87,1,22,"Z",-1,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 1, visit 22: Choose Z or H.",87,1,1
1,88,3,21,"C",-1,0.25,"Machine Z in Casino 1 delivered -1 points.

Casino 3, visit 21: Choose Q or C.",88,1,2
1,89,3,22,"Q",0,0.75,"Machine C in Casino 3 delivered -1 points.

Casino 3, visit 22: Choose Q or C.",89,1,1
1,90,2,24,"T",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 24: Choose M or T.",90,1,2
1,91,3,23,"Q",-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 23: Choose Q or C.",91,1,1
1,92,4,23,"G",0,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 4, visit 23: Choose G or F.",92,1,1
1,93,1,23,"Z",-1,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 23: Choose Z or H.",93,1,1
1,94,4,24,"G",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 4, visit 24: Choose G or F.",94,1,1
1,95,3,24,"Q",-1,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 3, visit 24: Choose Q or C.",95,1,1
1,96,1,24,"Z",-1,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 1, visit 24: Choose Z or H.",96,1,1
10,1,1,1,"H",-1,0.25,"Casino 1, visit 1: Choose Z or H.",1,2,2
10,2,4,1,"G",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 1: Choose G or F.",2,2,1
10,3,4,2,"G",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 4, visit 2: Choose G or F.",3,2,1
10,4,2,1,"M",-1,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 1: Choose M or T.",4,2,1
10,5,3,1,"C",-1,0.25,"Machine M in Casino 2 delivered -1 points.

Casino 3, visit 1: Choose Q or C.",5,2,2
10,6,4,3,"G",0,0.75,"Machine C in Casino 3 delivered -1 points.

Casino 4, visit 3: Choose G or F.",6,2,1
10,7,4,4,"G",-1,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 4, visit 4: Choose G or F.",7,2,1
10,8,2,2,"T",-1,0.75,"Machine G in Casino 4 delivered -1 points.

Casino 2, visit 2: Choose M or T.",8,2,2
10,9,1,2,"Z",-1,0.25,"Machine T in Casino 2 delivered -1 points.

Casino 1, visit 2: Choose Z or H.",9,2,1
10,10,4,5,"G",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 4, visit 5: Choose G or F.",10,2,1
10,11,1,3,"H",-1,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 3: Choose Z or H.",11,2,2
10,12,1,4,"Z",-1,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 1, visit 4: Choose Z or H.",12,2,1
10,13,2,3,"M",-1,0.25,"Machine Z in Casino 1 delivered -1 points.

Casino 2, visit 3: Choose M or T.",13,2,1
10,14,3,2,"Q",0,0.75,"Machine M in Casino 2 delivered -1 points.

Casino 3, visit 2: Choose Q or C.",14,2,1
10,15,3,3,"Q",-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 3: Choose Q or C.",15,2,1
10,16,1,5,"H",-1,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 1, visit 5: Choose Z or H.",16,2,2
10,17,3,4,"Q",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 4: Choose Q or C.",17,2,1
10,18,2,4,"M",0,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 4: Choose M or T.",18,2,1
10,19,1,6,"Z",-1,0.25,"Machine M in Casino 2 delivered 0 points.

Casino 1, visit 6: Choose Z or H.",19,2,1
10,20,4,6,"G",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 4, visit 6: Choose G or F.",20,2,1
10,21,3,5,"Q",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 3, visit 5: Choose Q or C.",21,2,1
10,22,3,6,"Q",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 6: Choose Q or C.",22,2,1
10,23,1,7,"H",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 7: Choose Z or H.",23,2,2
10,24,3,7,"Q",-1,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 7: Choose Q or C.",24,2,1
10,25,3,8,"Q",0,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 3, visit 8: Choose Q or C.",25,2,1
10,26,3,9,"Q",-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 9: Choose Q or C.",26,2,1
10,27,4,7,"G",0,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 4, visit 7: Choose G or F.",27,2,1
10,28,4,8,"G",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 4, visit 8: Choose G or F.",28,2,1
10,29,2,5,"M",-1,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 5: Choose M or T.",29,2,1
10,30,4,9,"G",0,0.75,"Machine M in Casino 2 delivered -1 points.

Casino 4, visit 9: Choose G or F.",30,2,1
10,31,2,6,"T",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 6: Choose M or T.",31,2,2
10,32,1,8,"Z",-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 8: Choose Z or H.",32,2,1
10,33,2,7,"T",-1,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 2, visit 7: Choose M or T.",33,2,2
10,34,4,10,"G",0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 4, visit 10: Choose G or F.",34,2,1
10,35,1,9,"H",0,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 9: Choose Z or H.",35,2,2
10,36,4,11,"G",0,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 4, visit 11: Choose G or F.",36,2,1
10,37,2,8,"T",-1,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 8: Choose M or T.",37,2,2
10,38,2,9,"M",-1,0.25,"Machine T in Casino 2 delivered -1 points.

Casino 2, visit 9: Choose M or T.",38,2,1
10,39,3,10,"Q",-1,0.75,"Machine M in Casino 2 delivered -1 points.

Casino 3, visit 10: Choose Q or C.",39,2,1
10,40,1,10,"H",-1,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 1, visit 10: Choose Z or H.",40,2,2
10,41,3,11,"Q",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 11: Choose Q or C.",41,2,1
10,42,4,12,"G",-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 4, visit 12: Choose G or F.",42,2,1
10,43,1,11,"H",-1,0.25,"Machine G in Casino 4 delivered -1 points.

Casino 1, visit 11: Choose Z or H.",43,2,2
10,44,4,13,"G",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 13: Choose G or F.",44,2,1
10,45,3,12,"Q",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 3, visit 12: Choose Q or C.",45,2,1
10,46,2,10,"T",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 10: Choose M or T.",46,2,2
10,47,4,14,"G",-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 14: Choose G or F.",47,2,1
10,48,4,15,"G",-1,0.75,"Machine G in Casino 4 delivered -1 points.

Casino 4, visit 15: Choose G or F.",48,2,1
10,49,1,12,"H",-1,0.25,"Machine G in Casino 4 delivered -1 points.

Casino 1, visit 12: Choose Z or H.",49,2,2
10,50,3,13,"Q",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 13: Choose Q or C.",50,2,1
10,51,1,13,"H",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 13: Choose Z or H.",51,2,2
10,52,4,16,"G",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 16: Choose G or F.",52,2,1
10,53,2,11,"T",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 11: Choose M or T.",53,2,2
10,54,3,14,"Q",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 14: Choose Q or C.",54,2,1
10,55,1,14,"H",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 14: Choose Z or H.",55,2,2
10,56,2,12,"T",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 2, visit 12: Choose M or T.",56,2,2
10,57,2,13,"T",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 13: Choose M or T.",57,2,2
10,58,1,15,"H",-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 15: Choose Z or H.",58,2,2
10,59,1,16,"H",-1,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 1, visit 16: Choose Z or H.",59,2,2
10,60,1,17,"Z",0,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 1, visit 17: Choose Z or H.",60,2,1
10,61,2,14,"T",0,0.75,"Machine Z in Casino 1 delivered 0 points.

Casino 2, visit 14: Choose M or T.",61,2,2
10,62,2,15,"T",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 15: Choose M or T.",62,2,2
10,63,3,15,"Q",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 15: Choose Q or C.",63,2,1
10,64,1,18,"Z",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 18: Choose Z or H.",64,2,1
10,65,3,16,"Q",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 3, visit 16: Choose Q or C.",65,2,1
10,66,2,16,"T",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 16: Choose M or T.",66,2,2
10,67,3,17,"Q",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 17: Choose Q or C.",67,2,1
10,68,3,18,"Q",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 18: Choose Q or C.",68,2,1
10,69,4,17,"G",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 4, visit 17: Choose G or F.",69,2,1
10,70,3,19,"Q",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 3, visit 19: Choose Q or C.",70,2,1
10,71,2,17,"T",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 17: Choose M or T.",71,2,2
10,72,4,18,"G",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 18: Choose G or F.",72,2,1
10,73,2,18,"T",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 18: Choose M or T.",73,2,2
10,74,4,19,"G",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 19: Choose G or F.",74,2,1
10,75,4,20,"G",-1,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 4, visit 20: Choose G or F.",75,2,1
10,76,4,21,"G",0,0.75,"Machine G in Casino 4 delivered -1 points.

Casino 4, visit 21: Choose G or F.",76,2,1
10,77,2,19,"T",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 19: Choose M or T.",77,2,2
10,78,2,20,"T",-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 20: Choose M or T.",78,2,2
10,79,2,21,"T",-1,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 2, visit 21: Choose M or T.",79,2,2
10,80,2,22,"T",0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 2, visit 22: Choose M or T.",80,2,2
10,81,1,19,"Z",-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 19: Choose Z or H.",81,2,1
10,82,2,23,"T",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 2, visit 23: Choose M or T.",82,2,2
10,83,4,22,"G",-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 22: Choose G or F.",83,2,1
10,84,1,20,"Z",0,0.25,"Machine G in Casino 4 delivered -1 points.

Casino 1, visit 20: Choose Z or H.",84,2,1
10,85,1,21,"Z",0,0.25,"Machine Z in Casino 1 delivered 0 points.

Casino 1, visit 21: Choose Z or H.",85,2,1
10,86,3,20,"Q",0,0.75,"Machine Z in Casino 1 delivered 0 points.

Casino 3, visit 20: Choose Q or C.",86,2,1
10,87,1,22,"Z",0,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 22: Choose Z or H.",87,2,1
10,88,3,21,"Q",0,0.75,"Machine Z in Casino 1 delivered 0 points.

Casino 3, visit 21: Choose Q or C.",88,2,1
10,89,3,22,"Q",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 22: Choose Q or C.",89,2,1
10,90,2,24,"T",-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 24: Choose M or T.",90,2,2
10,91,3,23,"Q",0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 3, visit 23: Choose Q or C.",91,2,1
10,92,4,23,"G",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 4, visit 23: Choose G or F.",92,2,1
10,93,1,23,"Z",-1,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 23: Choose Z or H.",93,2,1
10,94,4,24,"G",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 4, visit 24: Choose G or F.",94,2,1
10,95,3,24,"Q",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 3, visit 24: Choose Q or C.",95,2,1
10,96,1,24,"Z",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 24: Choose Z or H.",96,2,1
11,1,1,1,"Z",-1,0.25,"Casino 1, visit 1: Choose Z or H.",1,3,1
11,2,4,1,"F",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 4, visit 1: Choose G or F.",2,3,2
11,3,4,2,"F",-1,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 2: Choose G or F.",3,3,2
11,4,2,1,"M",-1,0.25,"Machine F in Casino 4 delivered -1 points.

Casino 2, visit 1: Choose M or T.",4,3,1
11,5,3,1,"Q",0,0.75,"Machine M in Casino 2 delivered -1 points.

Casino 3, visit 1: Choose Q or C.",5,3,1
11,6,4,3,"G",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 4, visit 3: Choose G or F.",6,3,1
11,7,4,4,"G",-1,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 4, visit 4: Choose G or F.",7,3,1
11,8,2,2,"T",0,0.75,"Machine G in Casino 4 delivered -1 points.

Casino 2, visit 2: Choose M or T.",8,3,2
11,9,1,2,"H",-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 2: Choose Z or H.",9,3,2
11,10,4,5,"F",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 5: Choose G or F.",10,3,2
11,11,1,3,"Z",-1,0.25,"Machine F in Casino 4 delivered 0 points.

Casino 1, visit 3: Choose Z or H.",11,3,1
11,12,1,4,"H",0,0.25,"Machine Z in Casino 1 delivered -1 points.

Casino 1, visit 4: Choose Z or H.",12,3,2
11,13,2,3,"T",0,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 2, visit 3: Choose M or T.",13,3,2
11,14,3,2,"Q",-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 2: Choose Q or C.",14,3,1
11,15,3,3,"C",-1,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 3, visit 3: Choose Q or C.",15,3,2
11,16,1,5,"H",-1,0.25,"Machine C in Casino 3 delivered -1 points.

Casino 1, visit 5: Choose Z or H.",16,3,2
11,17,3,4,"Q",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 4: Choose Q or C.",17,3,1
11,18,2,4,"T",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 4: Choose M or T.",18,3,2
11,19,1,6,"H",0,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 6: Choose Z or H.",19,3,2
11,20,4,6,"F",0,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 4, visit 6: Choose G or F.",20,3,2
11,21,3,5,"Q",0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 3, visit 5: Choose Q or C.",21,3,1
11,22,3,6,"Q",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 6: Choose Q or C.",22,3,1
11,23,1,7,"H",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 7: Choose Z or H.",23,3,2
